0,Under way using engine
1,At anchor
2,Not under command
3,Restricted maneuverability
4,Constrained by draught
5,Moored
6,Aground
7,Engaged in fishing
8,Under way sailing
9,Reserved for High Speed Craft (HSC)
10,Reserved for Wing in Ground (WIG)
11,Reserved
12,Reserved
13,Reserved
14,Reserved
15,Default
