0,Undefined (default)
1,GPS
2,GLONASS
3,Combined GPS/GLONASS
4,Loran-C
5,Chayka
6,Integrated Navigation System
7,Surveyed
8,Galileo
9,Not Used
10,Not Used
11,Not Used
12,Not Used
13,Not Used
14,Not Used
15,Internal GNSS
